sub,number,name,url,description,catalog
HHP,319,Mechanical Analysis of Sport,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-319,A study of the structure and movement patterns of the human body with emphasis on structural design and synergistic action of muscles. The course includes a review of the relationship of human movement to the physical laws of the environment. Prerequisites: HHP-106 and HHP-106L or BIO-224 and BIO-224L and MAT-111 or higher. MAT-125 or higher is preferred.,2017
HHP,321,Functional Motor Skills Testing,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-321,"A course designed to provide students with a foundational knowledge of functional motor skills with a focus on safety, effectiveness, and efficiency of movement. Students will learn how to conduct testing and assessment of a variety of functional motor skills for performance, corrective, therapeutic, and rehabilitative purposes. Students will gain experience comparing assessment results to objective baseline measures in order to provide prescriptions for functional motor skill improvement. Prerequisites: HHP-106 or BIO-224 and Junior Standing",2017
HHP,324,"Management of Pe, Recreation and Athletics",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-324,"Underlying philosophy, principles, policies and procedures of administration as applied to health, physical education, recreation and athletics. The course includes leadership techniques, long-range planning, budgeting, purchasing, facilities planning and care, curriculum development, legal liability, public relations and evaluation.",2017
HHP,328,Elementy Curriculum Planning in Health And P E,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-328,"Development of a curriculum in health and physical education with emphasis at the K-8 grade levels, understanding lifespan development of K-8 focusing on developing content in fundamental skills, assessment, observation, test writing, planning of grade appropriate and developmentally appropriate skills.  Students will apply NASPE's national standards in developing unit and lesson plans.",2017
HHP,329,Secondary Curriculum Planning in P E,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-329,"Development of a curriculum in physical education with emphasis at the 8-12 grade levels that focusing on fitness, wellness sport and lifetime activities to healthy lifestyle. Emphasis on unit planning, lesson plans, assessment, development of portfolios with class management and observation skills geared to working with all secondary students in a variety of settings and the application of NASPE's national standards in developing appropriate curriculum.",2017
HHP,343,Physiology of Exercise I,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-343,"This course will focus on the physiological changes that are involved when a human exercises. Beginning with homeostasis, the course will progress from cellular metabolism through the primary organ systems that are involved in exercise; with particular emphasis on the structure and function of skeletal and cardiac muscle, the heart and vascular system, the respiratory system, and the neural innervations of those systems. Concomitantly, the lectures will support HHP-343L (Physiology of Exercise Lab). ",2017
HHP,343L,Physiology of Exercise I Lab,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-343L,"The required laboratory experience for HHP-343 will apply the information base from the course lectures. Initially, students will learn to operate and calibrate the specialized equipment that is used for measuring and evaluating athletic performance. They will then progress through gathering and compiling data bases, creating appropriate graphs and presenting their findings using scientific method. Corequisite: HHP-343",2017
HHP,350,Organization and Administration School Health Programs,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-350,"The organization and administration of health education programs in the elementary and secondary schools to include health objectives, activities, program planning, class management, evaluation, finance, and related issues. Prerequisites: HHP-201",2017
HHP,351,Instructional Methods in Health,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-351,"Provides the student with opportunities/experiences to study and apply various methods, materials and equipment for effective health instruction. Focus will be dealing with students school age through adults. Students will be able to gain experience in planning and implementing by utilizing presentations (lectures, lesson and unit plans, discussion, and demonstrations). A practical lab experience will also be included. Prerequisites: BIO-102, HHP-203, HHP-244, and MAT-111 or higher. MAT-125 or higher is preferred.",2017
HHP,370,Gross Anatomy,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-370,"A didactic/discussion course consisting of selected dissections on a cadaver and guided supervision of students in the Human A&P I laboratory (BIO-224L). Course will meet for one hour of lecture, 3 hours of dissection and 3 hours of assistance in the BIO 224 lab. Prerequisites: BIO-224",2017
HHP,397,Internship,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-397,Internships are designed to give students experience in their fields of interest. A written summary of the internship and an oral presentation are required at the conclusion of the internship. See internship guidelines. Prerequisites: Junior or Senior standing and Instructor permission.,2017
HHP,408,Adult Fitness Programming,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-408,"A course designed to help students gain experience in fitness assessment, exercise prescription and fitness programming. Students will work hands on with clients, who may include staff and faculty from various departments on campus, who are interested in starting and maintaining an active lifestyle. Students will provide the client a self-directed exercise program that includes cardiorespiratory, strength training and flexibility activities. This course is recommended for all students who wish to pursue a career in adult fitness programming, community and corporate wellness and cardiac rehabilitation. Prerequisites: BIO-224 and BIO-224L and HHP-343 and HHP-343L",2017
HHP,410,Exercise Metabolism,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-410,"The aim of this course is for students to learn the underlying cellular and metabolic mechanisms and to understand how these mechanisms apply to exercise, health, and disease. The main mechanisms and concepts to be addressed relate to 1) cellular physiology, 2) bio-energetics, 3)carbohydrates, fats, and protein biological roles, 4) fluid balance, and 5) reactive oxygen species and antioxidants. Particular emphasis is placed on the logic controlling metabolism and understanding the relationship of metabolism to performance, health, and disease or disease risk. Students will contribute to both the teaching of the course and choosing of the content relating to the course. Metabolic and nutritional aspects of exercise will be examined from the following perspective: acute effects of exercise, adaptations to exercise, health impact of both sedentary and active lifestyles, and impact of nutrition availability.",2017
HHP,410L,Exercise Metabolism Lab,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-410L,2017-2018 Undergraduate Catalog > Courses > HHP - Health and Human Performance > 400 > HHP-410L,2017
HHP,411,Cardiopulmonary Physiology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-411,"This course emphasizes basic normal physiological mechanisms during rest and with reference to physical work and exercise. The focus of the course is on the mechanisms that affect the heart, systemic circulation, kidney, acid base, thermoregulation, blood vessels, internal and external respiration and the biochemistry of the cardiopulmonary system. In addition, we will discuss the mechanisms involved in physiological adaptations during stress and exertion in apparently healthy populations. Real life cases will be used to provide plausible and reasonable explanations and solutions.  Prerequisites: BIO-201 or BIO-210, BIO-202, CHE-142, HHP-343, and MAT-111 or higher. MAT-125 or MAT-212 is preferred.",2017
HHP,434,Adapted Physical Education,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-434,"A study of prevalent disabilities with implications for program development, organization, administration and evaluation of adapted physical education at the elementary and secondary school levels.",2017
HHP,443,Physiology of Exercise II,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-443,"This course will build on HHP-343 and will examine the physiological changes that occur with exercise at the molecular and cellular level with particular emphasis on the autonomic nervous system, receptor physiology, and cellular metabolism. Students will learn how energy is converted from food into useable energy in the cell and which food group is primarily used for every level of exercise, from resting through extreme intensity. They will also learn the ergogenic effect of drugs and stimulants and how these products affect performance, especially on the endocrine and renal systems. Prerequisite: HHP-343, Corequisite: HHP-443L",2017
HHP,443L,Physiology of Exercise II Lab,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-443L,"The required laboratory experience for KIN-443 will apply the information base from the course lectures. The goal of this course is to prepare students for further research projects. Students will apply the knowledge and experience gained from Physiology of Exercise 1 by exploring two mini-projects of their choice. Students are encouraged to select a sport of interest and design two laboratory projects where they can collect and analyze data, chose the appropriate statistical tests to corroborate their data and present their findings following Scientific Method. Prerequisites: HHP-343 Corequisites: HHP-443",2017
HHP,445,Environmental Human Physiology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-445,"This comprehensive course is designed to study the effects of the environment on the athlete. Particular attention will be paid to the comparison between hot and cold environments, humid and arid environments and altitude. Corequisite: HHP-445L Prerequisites: HHP-343 and MAT-125 or MAT-212",2017
HHP,445L,Environmental Human Physiology Lab,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-445L,Collection and analysis of data in various environmental conditions will be the focus of the lab. Students will be expected to support their work with statistical evidence and present their findings in written and oral formats.,2017
HHP,494,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-494,Special research projects on selected topics. See independent study guidelines.  Prerequisites: Instructor permission,2017
HHP,496,Collaborative Research,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-496,A laboratory or field research problem culminating in a paper written according to departmental guidelines. Prerequisite: Instructor permission,2017
HHP,497,Internship,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-497,Internships are designed to give students experience in their fields of interest. A written summary of the internship and an oral presentation are required at the conclusion of the internship. See internship guidelines. Internships are designed to give students experience in their fields of interest. A written summary of the internship and an oral presentation are required at the conclusion of the internship. See internship guidelines.,2017
HHP,498,Sport Science Seminar,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-498,A critical review of current research and related topics in sport science as well as seminars and lectures on topics of current interest in sport science. Prerequisites: Senior Standing,2017
HHP,499,Health Sciences Seminar,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-499,"An integration and synthesis of different disciplinary perspectives as they relate to specific regional, national, or world health issues. Students will read about, discuss, and analyze health care issues, and learn from people working in the health care industry. The seminar will be dependent on contributions and research done by each student. Topics will vary. Prerequsite: Senior Standing",2017
HIS,110,Civilization: Western to 1000,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/100/HIS-110,An investigation of the history of Western civilization exploring selected topics related to human freedom and the liberal arts educational tradition.,2017
HIS,111,Civilization: Western to 1800,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/100/HIS-111,An investigation of the history of Western civilization exploring selected topics related to human freedom and the liberal arts educational tradition.,2017
HIS,112,Civilization: World to 1800,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/100/HIS-112,An investigation of the comparative history of selected World historical civilizations focusing on topics related to human freedom and the liberal arts educational tradition.,2017
HIS,199T,Special Topics in History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/100/HIS-199T,Topics not offered in the regular curriculum.,2017
HIS,200,Introduction to the History of United States,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-200,"An introduction of the basic themes, issues and personalities of American history from pre-colonial times to the present.",2017
HIS,202,History & the Movies,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-202,Film makers and professional historians both construct narratives about the past. They do so with different purposes and different standards of evidence. This course will examine the portrayal of history in film and contrast cinematic representation of history with printed sources. The course will examine similarities and differences in the criteria for the critical evaluation of historical films and the historian's accounts of the past.,2017
HIS,210,History of Modern East Asia,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-210,"An introduction of the basic themes, issues and personalities of Asian history from 1800 to the present.",2017
HIS,220,History of Modern Europe,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-220,"An introduction of the basic themes,issues and personalities of European history from the era of the French Revolution until the present.",2017
HIS,221,Chinese Religions,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-221,This course is an historical examination of the various doctrines and practices that have characterized Chinese religions during the modern period.,2017
HIS,225,"History of Modern Ideas, 1750-1890",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-225,"A survey of some of the major currents of modern intellectual history giving attention first on the legacy of the Scientific Revolution and Enlightenment and then the following challenges issuing from the romantic movement and German Idealism. The course then focuses on the emergence of disciplined materialistic studies focusing on language, society, economics, law, biology, and ecology which transformed mid-century understandings of the world, particularly engaging the work of Marx and Mill. Equal attention, however, will be directed to challenges to the very basis of knowledge that culminated in the work of Nietzsche and other cultural critics.",2017
HIS,226,"History of Modern Ideas, 1890-2000",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-226,"A survey of some of the major currents of modern intellectual history focusing first on European presumptions to scientific knowledge about nature and humanity, including theories of the physical universe, psychology, and society. Subsequent challenges to absolute knowledge both from within and without Europe will then feature, focusing on self, biology, existence and human freedom in the twentieth century. Examining first thinkers grappling with the positivistic legacy of the nineteenth century such as William James, Freud, Weber, and Popper, the course moves on to new modes of thought associated with existentialism, the 'linguistic turn', and the new science from Saussure, de Beauvoir, and Levi-Strauss, to Derrida, Said, and E. O. Wilson.",2017
HIS,230,History of Modern Latin America,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-230,"An introduction of the basic themes, issues and personalities of Latin American history from 1800 to the present.",2017
HIS,242,The History of Christianity,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-242,A survey of the history of Christianity from its beginnings to the present.,2017
HIS,244,Biblical Archaeology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-244,"An analysis of the intersection among the fields of Biblical Studies, Archaeology, and History, focusing on archaeological excavations from Israel, Egypt, Mesopotamia, and the Roman Empire.",2017
HIS,270,Writing History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-270,An introduction to historical research methodsand writing with a focus on the evaluation ofevidence.Prerequisite: Sophomore Standing,2017
HIS,294,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-294,Reading or research in history as approved by the instructor. See independent study guidelines.  Prerequisites: Instructor permission,2017
HIS,299T,Special Topics in History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/200/HIS-299T,Topics not offered in the regular curriculum.,2017
HIS,300,The United States Since 1945,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-300,"An analysis of the social, political, economic, and cultural history of the United States during the postwar boom of the 1950s, the turbulent civil rights and student movements of the 1960s, and the conservative reaction of the 1980s.",2017
HIS,301,History of American Ideas,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-301,An analysis of movements of continuing influence in American social and political thought from the colonial period to the 20th century.  Prerequisites: Instructor permission,2017
HIS,302,History of U.S. Foreign Policy,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-302,A study of American foreign policy from 1776 until the present.,2017
HIS,303,The Terror,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-303,A study of rhetoric and reactionary politics in France during the Revolution.  The course will focus on the conditions and culture that led to the transformative instances of revolutionary violence that have come to define the French Revolution.,2017
HIS,304,The American Westward Movement,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-304,"An introduction to the political, diplomatic, social, economic and cultural events and consequences that occurred between 1607 and the present as Americans moved west.",2017
HIS,306,The American South Since 1865,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-306,A study of the American South from the defeat of the Confederacy in 1865 until the election of a Southern president in 1976. The course will also examine the history of African-Americans in the South from emancipation until the civil rights movements of the 1960s.,2017
HIS,308,The War in Vietnam& America in 1960s,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-308,"A study of the diplomacy and conduct of America's military involvement in Southeast Asia, 1956-1975. The course will also include a study of the domestic turbulence caused by that involvement, specifically focusing on the antiwar movement.",2017
HIS,309,The American Civil War,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-309,"An introduction to the causes, conduct and consequences of the rebellion of the South, 1861 to 1865.",2017
HIS,311,To Kill a King: English Civil War 1638-1659,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-311,An examination of the English political crisis leading from the popish plot and constitutional breakdown to the beheading of Charles I and the rise of the Commonwealth and Protectorate under Oliver Cromwell.,2017
HIS,314,Tudor and Stuart England,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-314,"This course will explore the various political, religious, and cultural changes which England experienced under the reign of the Tudor and Stuart monarchs. Emphases will include domestic and international political conflicts, England's involvement in the European Reformation, during the sixteenth century, and the age of rebellion and revolution during the seventeenth century.(Research Intensive)",2017
HIS,320,Ancient Latin Language & Literature I,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-320,An introduction to the basics of Latin grammar and syntax with emphasis on translating classical Latin literature.,2017
HIS,321,Ancient Latin Language & Literature II,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-321,"A study of the basics of Latin grammar, syntax, and vocabulary. Students will translate passages from ancient Latin authors as well as read several Latin literary works in translation. Such selections may include Ovid, Vergil, Cicero, and Tacitus. Consideration will also be given to Latin history, art history, and society.  Prerequisites: HIS-320",2017
HIS,322,Latin Readings,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-322,Reading and translation of Latin texts selected to meet student needs and interests. May be repeated for credit.  Prerequisites: HIS-320,2017
HIS,325,Ancient Greek Language & Literature I,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-325,"A study of basic Classical and Hellenistic (Koine) Greek grammar and syntax, with primary involvement in the Greek New Testament. (Cross-listed as REL-325)",2017
HIS,326,Ancient Greek Language & Literature II,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-326,A continuation of HIS-325 or REL-325 with a focus on the translation of selected Greek texts and the use of textual criticism. (Cross-listed as REL-326)  Prerequisites: HIS-325 or REL-325,2017
HIS,327,Greek Readings,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-327,Readings and translation of Greek texts selected to meet student needs and interests. This course is designed to maintain and improve student proficiency in Greek. May be repeated for a total of 4 credits. (Cross-listed as REL-327)  Prerequisites: HIS-326 or REL-326.,2017
HIS,328,Mythology: Classical History and Archaeology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-328,"An analysis of ancient Greek and Roman mythology in its historical, archaeological, literary, religious and cultural context. Primary readings include the Homer, selected Greek tragedies, and the Aeneid. (Research Intensive)",2017
HIS,331,Ancient Greece,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-331,"A study of the political,economic and cultural development of the Greek world with readings from Greek authors in translation.",2017
HIS,332,Ancient Rome,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-332,A study of the history of Rome through the Republic and the Empire.,2017
HIS,335,"Europe, 1648-1848",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-335,"An examination of European history in the years between 1648 and 1848. Special attention is given to politics, ideology, and social change in France, the Germanic and Italian principalities, and the Netherlands as they both evolved the military and governmental structures of the modern nation-state and responded to the challenges of industrial and urban growth and mass representative politics. (Research Intensive)",2017
HIS,336,"Europe, 1848-2001",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-336,"An examination of European history in the years between 1848 and 2000. Special attention is given to politics and modern thought in France, Germany, Italy, Russia, and Spain as nations struggled to achieve both industrial growth and domestic stability. Particular attention will fall at the end of the course to the successes and failures of European experiments with democracy, the formation of corporatist means of governing, and the postwar movement toward European unity. (Research Intensive)",2017
HIS,337,Modern Russia & the USSR,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-337,An introduction to Russian political and social history from 1815 to the present.,2017
HIS,338,Modern India,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-338,An introduction to the history and culture of the Indian subcontinent from 16th century Moghul domination to the modern experiences of the world's largest democracy. Special attention will be given to the impact and legacy of British rule and the response of an ancient eastern cultural and social system to the stresses of modernization.,2017
HIS,339,National Socialism & the Final Solution,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-339,"An investigation of the political and racial theories of the Nazi Party, which led to the creation of the extermination camps in Europe, 1939 to 1945.",2017
HIS,340,Pre-Modern Chinese History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-340,"This course will examine the political, economic, and social history of the Chinese empire from its founding until the Ming dynasty. (Research Intensive)",2017
HIS,344,Medieval Europe,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-344,"A study of the Medieval world focusing on political, religious and economic change from the waning years of the Roman Empire until the end of the 100 Years War in 1453.",2017
HIS,345,Modern China,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-345,An introduction to the history and cultures of China from the White Lotus Rebellion of 1796 to disintegration of Maoist-style communism in the 1980s. Emphasis will focus on the challenges of Western imperialism and ideas and the response of an ancient social and cultural system to the pressures of modernization. (Research Intensive),2017
HIS,346,Reformation of the 16th Century,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-346,"An examination of the tumultuous changes that rocked Europe between 1517 and 1648, focusing on the interactions between theological, economic, political and personal factors that split the Christian church and changed the Western world.",2017
HIS,351,History of Science,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-351,"An introduction to the history of science from antiquity to the present, with particular emphasis on the development following the seventeenth-century Scientific Revolution of what has come to be called ""science"" in the Western tradition. Topics will range from the physical sciences to natural history, conservation, the ""mind"" sciences, and medicine and will include theoretical approaches to constructing knowledge from empiricism, induction, positivism, and falisifiability, to social constructionism, and other related themes.",2017
HIS,352,England to 1688,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-352,"A study of the development of English political, social, religious and cultural institutions from Stonehenge to the Glorious Revolution of 1688(Research Intensive)",2017
HIS,354,History of Southeast Asia,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-354,"Southeast Asia is one of the world's most culturally diverse regions, home to Buddhist, Muslim, Confucian, and Christian civilizations. It boasts ancient monuments of surpassing grandeur and complexity, and today it boasts some of the world's fastest-growing economies. This course offers an introduction to Southeast Asian history starting from the earliest civilizations, continuing through the colonial conquests, and ending with the various struggles for independence. No prior knowledge of Southeast Asia is required.",2017
HIS,355,Women in Modern East Asian History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-355,"The objective of this course is to introduce the histories of modern China and Japan as they were experienced by a handful of women in each of those cultures. Readings for the course will consist largely of autobiographical materials that were written or spoken by Chinese and Japanese women, although secondary sources will also be introduced periodically.",2017
HIS,356,The Body in History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-356,"In this course,students will engage in intensive readings of some the more influential scholarship on gender, body modification, medicine, and corpses in history.",2017
HIS,357,Popular Culture in Modern Chinese History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-357,"This course examines different aspects of popular culture in modern Chinese history, including food, ritual, architecture, entertainment, social organization, and so forth. No prior knowledge of China is assumed.",2017
HIS,358,People's Republic of China,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-358,"This course will examine the rise of the Chinese Communist Party and the history of the People?s Republic of China.  Topics will include the communist revolution, the Great Leap Forward, the Cultural Revolution, and the 1989 democracy movement.  No prior knowledge of China is assumed or required. (Research Intensive)",2017
HIS,359,Pre-Modern Japan,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-359,This course will explore the history of Japan from its beginnings to the Tokugawa unification in the seventeenth century. No prior knowledge of Japan is assumed or required. (Research Intensive),2017
HIS,360,"Britain, Empire, and World, 1639-1832",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-360,"A study of British political, social, and cultural institutions since 1639 as the country developed a transnational network of world empire. Particular attention is given to the growth of nationalism, imperialism, and the democratic forces that solidified classical liberalism and representative government. (Research Intensive)",2017
HIS,361,"Britain, Empire, and World, 1832-2010",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-361,"A study of British political, social, and cultural institutions since 1832 as the country responded to the challenges of mass, industrial, urban society and the maintenance of empire in an increasingly competitive European environment. Particular attention is given to the extension of democratic institutions, invention of the welfare state, and decolonization as the United Kingdom developed into a modern nation. (Research Intensive)",2017
HIS,362,History of Christianity,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-362,(Same as REL-362) A survey of the history of Christianity from its origin to the present. This course does not fulfill the religion portion of the humanities core requirement.,2017
HIS,363,The Rise of Christianity: Classical History and Archaeology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-363,An analysis of the origins of Christianity within the Roman Empire. Special attention will be given to theological development and church-state relations between the second and fourth centuries.,2017
HIS,364,The Life of Jesus: History and Archaeology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-364,"An analysis of the Gospels of the New Testament in their historical, archaeological, literary and cultural context. (Research Intensive)",2017
